date,clock,stadium,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links
5/4/2021,6:00pm,Goodison Park,d,0,17,1,11,1,47.5,52.5,15,13,7,6,7,4,1,3,80.2,83,6,1,3,4,2,1,56.3,76.5,63,37,5,6,10,10,2,0,0,0,https://www.skysports.com/football/everton-vs-crystal-palace/stats/429130
4/4/2021,7:30pm,Old Trafford,h,0,3,2,6,1,57.7,42.3,15,5,7,3,6,0,2,2,84.4,77.1,4,2,5,6,0,2,53.8,40,72,28,2,5,14,7,2,2,0,0,https://www.skysports.com/football/manchester-united-vs-brighton-and-hove-albion/stats/429133
4/4/2021,4:30pm,Villa Park,h,0,7,3,10,1,52.5,47.5,14,15,4,7,5,5,5,3,79.9,75,2,0,4,4,5,2,46.7,56.5,50,50,6,1,14,20,1,2,0,0,https://www.skysports.com/football/aston-villa-vs-fulham/stats/429128
4/4/2021,2:05pm,"St James' Park, Newcastle",d,0,4,2,8,2,41.3,58.7,22,11,6,5,7,4,9,2,74.1,81.7,4,2,7,3,1,3,36.4,57.1,42.5,57.5,2,4,13,14,3,2,0,0,https://www.skysports.com/football/newcastle-united-vs-tottenham-hotspur/stats/429134
4/4/2021,12:00pm,St. Mary's Stadium,h,0,20,3,23,2,53.4,46.6,24,7,9,5,3,2,12,0,76.4,69,3,1,6,7,0,1,50,77.8,59.1,40.9,3,5,11,10,0,0,0,0,https://www.skysports.com/football/southampton-vs-burnley/stats/429135
3/4/2021,8:00pm,Emirates Stadium,a,0,2,0,5,3,35.8,64.2,3,16,2,7,0,6,1,3,75.9,86.5,0,5,1,2,0,3,23.8,61.1,40.6,59.4,4,2,10,10,1,1,0,0,https://www.skysports.com/football/arsenal-vs-liverpool/stats/429127
3/4/2021,5:30pm,The King Power Stadium,a,0,18,0,1,2,43.8,56.2,5,11,2,4,2,6,1,1,82.7,87.9,0,3,1,1,3,1,68.4,45.8,54.2,45.8,2,2,13,12,2,3,0,0,https://www.skysports.com/football/leicester-city-vs-manchester-city/stats/429132
3/4/2021,3:00pm,Elland Road,h,0,19,2,25,1,54.1,45.9,23,9,8,1,9,4,6,4,78.8,75.1,3,0,5,7,1,1,80,52.9,41.9,58.1,0,7,12,13,1,2,0,0,https://www.skysports.com/football/leeds-united-vs-sheffield-united/stats/429131
3/4/2021,12:30pm,Stamford Bridge,a,0,12,2,24,5,66.2,33.7,18,14,8,7,6,4,4,3,85,74.7,2,2,10,3,1,4,41.2,63.2,50,50,2,5,11,6,1,1,1,0,https://www.skysports.com/football/chelsea-vs-west-bromwich-albion/stats/429129
21/03/2021,6:00pm,8 Stadium,h,0,8,2,20,1,61.7,38.3,12,10,3,5,5,3,4,2,83.4,74.4,0,1,5,5,2,0,55.6,51.7,56.7,43.3,4,1,10,14,2,1,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-southampton/stats/429124
21/03/2021,3:00pm,London Stadium,d,0,14,3,2,3,37,63,15,16,5,7,7,4,3,5,73.9,86.6,2,1,3,5,1,0,41.7,60,41.5,58.5,5,2,18,8,3,1,0,0,https://www.skysports.com/football/west-ham-united-vs-arsenal/stats/429126
20/03/2021,8:00pm,Amex Stadium,h,0,6,3,4,0,65.3,34.7,11,3,6,1,1,2,4,0,88.9,79.6,1,0,3,1,2,1,50,54.5,43.5,56.5,1,3,12,5,0,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-newcastle-united/stats/429117
19/03/2021,8:00pm,Craven Cottage,a,0,10,1,19,2,51.2,48.8,13,13,6,4,4,7,3,2,72.6,69,1,1,13,7,1,4,50,64,59.4,40.6,2,5,13,12,2,2,0,0,https://www.skysports.com/football/fulham-vs-leeds-united/stats/429120
4/3/2021,8:15pm,Anfield,a,0,5,0,12,1,54.2,45.8,7,11,1,5,4,5,2,1,87,85.4,1,1,5,2,1,4,42.9,73.7,52.6,47.4,3,1,9,8,0,0,0,0,https://www.skysports.com/football/liverpool-vs-chelsea/stats/429121
4/3/2021,6:00pm,The Hawthorns,a,0,24,0,17,1,48.1,51.9,11,11,3,3,3,2,5,6,80.2,81,2,1,3,3,3,2,44.4,55,36.1,63.9,2,3,9,7,3,1,0,0,https://www.skysports.com/football/west-bromwich-albion-vs-everton/stats/429125
3/3/2021,8:15pm,Selhurst Park,d,0,11,0,3,0,37,63,8,11,2,1,3,6,3,4,78.5,86.3,1,0,4,6,1,2,63.2,66.7,43.8,56.3,1,2,4,13,1,0,0,0,https://www.skysports.com/football/crystal-palace-vs-manchester-united/stats/429119
3/3/2021,6:00pm,Bramall Lane,h,0,25,1,7,0,28.2,71.8,9,16,2,4,5,5,2,7,69.6,84.4,1,3,2,7,1,1,69.2,77.8,44.1,55.9,4,1,13,6,1,0,1,0,https://www.skysports.com/football/sheffield-united-vs-aston-villa/stats/429123
3/3/2021,6:00pm,Turf Moor,d,0,23,1,18,1,38.9,61.1,12,16,7,4,5,6,0,6,70.7,82.1,2,2,5,8,3,2,50,88.9,57.4,42.6,3,6,6,12,0,2,0,0,https://www.skysports.com/football/burnley-vs-leicester-city/stats/429118
2/3/2021,8:00pm,Etihad Stadium,h,0,1,4,13,1,72.1,27.9,22,6,10,1,4,2,8,3,92.2,83.2,2,0,10,2,3,1,64.3,58.8,61.9,38.1,0,7,9,5,0,1,0,0,https://www.skysports.com/football/manchester-city-vs-wolverhampton-wanderers/stats/429122
15/03/2021,8:00pm,Molineux,a,0,13,0,5,1,52.7,47.3,10,12,5,4,2,5,3,3,79.1,75.8,1,1,3,2,2,1,61.1,64.3,55.8,44.2,3,5,17,10,2,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-liverpool/stats/429116
14/03/2021,7:15pm,Old Trafford,h,0,3,1,14,0,61.8,38.2,15,7,4,0,4,3,7,4,90.1,81.5,2,0,6,3,0,2,61.5,53.8,35.7,64.3,0,4,12,2,4,0,0,0,https://www.skysports.com/football/manchester-united-vs-west-ham-united/stats/429113
14/03/2021,4:30pm,Emirates Stadium,h,0,2,2,8,1,52.6,47.4,13,6,3,3,8,2,2,1,86.5,82.4,1,0,6,3,0,1,55,72.2,32.4,67.6,2,1,12,14,1,2,0,1,https://www.skysports.com/football/arsenal-vs-tottenham-hotspur/stats/429107
14/03/2021,2:00pm,The King Power Stadium,h,0,18,5,25,0,71.7,28.3,19,1,10,0,4,1,5,0,89.1,71.1,6,0,9,1,2,0,63.2,50,50,50,0,5,10,9,0,2,0,0,https://www.skysports.com/football/leicester-city-vs-sheffield-united/stats/429112
14/03/2021,12:00pm,St. Mary's Stadium,a,0,20,1,6,2,59.4,40.6,9,8,4,6,1,0,4,2,79.5,67.8,0,2,4,5,1,1,75,32,45.5,54.5,4,3,11,10,0,0,0,0,https://www.skysports.com/football/southampton-vs-brighton-and-hove-albion/stats/429115
13/03/2021,8:00pm,Craven Cottage,a,0,10,0,1,3,46.1,53.9,3,8,0,7,0,1,3,0,80.4,84.9,0,2,4,2,1,3,31.8,50,55.6,44.4,4,0,14,13,0,0,0,0,https://www.skysports.com/football/fulham-vs-manchester-city/stats/429110
13/03/2021,5:30pm,Goodison Park,a,0,17,1,23,2,65.9,34.1,14,14,4,5,5,6,5,3,81.2,68.7,3,0,7,4,2,1,37.5,66.7,50,50,3,3,9,6,0,4,0,0,https://www.skysports.com/football/everton-vs-burnley/stats/429109
13/03/2021,3:00pm,Selhurst Park,h,0,11,1,24,0,43.8,56.2,6,12,4,1,1,6,1,5,67,77.4,0,0,3,2,1,1,76.5,73.7,50,50,1,3,16,15,3,1,0,0,https://www.skysports.com/football/crystal-palace-vs-west-bromwich-albion/stats/429108
13/03/2021,12:30pm,Elland Road,d,0,19,0,12,0,37.7,62.3,7,15,4,8,0,2,3,5,73,83.7,0,0,8,5,5,3,46.2,70.6,41.2,58.8,8,4,16,6,3,0,0,0,https://www.skysports.com/football/leeds-united-vs-chelsea/stats/429111
12/3/2021,8:00pm,"St James' Park, Newcastle",d,0,4,1,7,1,49,51,12,15,3,6,4,4,5,5,71.9,76.2,1,1,2,2,0,4,65,50,44,56,6,3,10,10,2,3,0,0,https://www.skysports.com/football/newcastle-united-vs-aston-villa/stats/429114
8/3/2021,8:00pm,London Stadium,h,0,14,2,19,0,34.8,65.2,16,17,5,2,6,10,5,5,70.1,83.3,2,2,6,6,1,1,53.8,52.6,48.4,51.6,2,3,9,9,1,1,0,0,https://www.skysports.com/football/west-ham-united-vs-leeds-united/stats/429106
8/3/2021,7:00pm,Stamford Bridge,h,0,12,2,17,0,65.5,34.5,19,7,9,1,6,4,4,2,89.1,80.8,3,0,7,3,1,0,50,50,55.6,44.4,1,8,11,12,0,3,0,0,https://www.skysports.com/football/chelsea-vs-everton/stats/429100
7/3/2021,7:15pm,8 Stadium,h,0,8,4,11,1,64.2,35.8,12,5,5,1,4,3,3,1,87.8,75.6,4,1,1,5,1,4,63,72.2,46.3,53.7,0,1,8,17,2,3,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-crystal-palace/stats/429104
7/3/2021,4:30pm,Etihad Stadium,a,0,1,0,3,2,65.9,34.1,23,8,6,6,10,0,7,2,89.9,78.3,2,1,6,2,0,1,47.1,61.5,76.9,23.1,4,6,9,12,0,3,0,0,https://www.skysports.com/football/manchester-city-vs-manchester-united/stats/429102
7/3/2021,2:00pm,Anfield,a,0,5,0,10,1,63.1,36.9,16,10,3,3,11,5,2,2,83.9,77.5,0,0,9,4,3,1,76.9,33.3,51.5,48.5,2,3,10,8,2,3,0,0,https://www.skysports.com/football/liverpool-vs-fulham/stats/429101
7/3/2021,12:00pm,The Hawthorns,d,0,24,0,4,0,52.8,47.2,13,9,3,5,6,2,4,2,74.5,67.4,2,0,9,7,1,1,63.6,52.9,56.5,43.5,5,3,11,10,0,0,0,0,https://www.skysports.com/football/west-bromwich-albion-vs-newcastle-united/stats/429105
6/3/2021,8:00pm,Amex Stadium,a,0,6,1,18,2,36.6,63.4,7,8,2,4,3,4,2,0,75.3,84.4,1,2,6,6,4,1,66.7,52.2,40.9,59.1,2,1,14,8,0,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-leicester-city/stats/429098
6/3/2021,5:30pm,Villa Park,d,0,7,0,13,0,49.2,50.8,9,10,1,2,5,6,3,2,77.8,82.5,1,2,5,3,3,0,52.2,58.3,51.6,48.4,2,1,13,13,1,0,0,0,https://www.skysports.com/football/aston-villa-vs-wolverhampton-wanderers/stats/429097
6/3/2021,3:00pm,Bramall Lane,a,0,25,0,20,2,50.5,49.5,8,15,2,7,5,4,1,4,69.8,75.4,2,2,7,3,2,2,68.8,68.8,59.5,40.5,5,2,17,11,4,3,0,0,https://www.skysports.com/football/sheffield-united-vs-southampton/stats/429103
6/3/2021,12:30pm,Turf Moor,d,0,23,1,2,1,41.2,58.8,9,15,5,3,4,6,0,6,72.1,82,1,2,2,4,2,2,73.3,50,50,50,1,4,5,12,1,1,0,0,https://www.skysports.com/football/burnley-vs-arsenal/stats/429099
1/3/2021,8:00pm,Goodison Park,h,0,17,1,20,0,46.6,53.4,7,9,1,1,2,4,4,4,74.6,77.5,2,1,4,10,4,0,50,53.8,73.1,26.9,1,0,13,9,0,2,0,0,https://www.skysports.com/football/everton-vs-southampton/stats/429089
28/02/2021,7:15pm,Bramall Lane,a,0,25,0,5,2,39.3,60.7,8,16,2,8,4,4,2,4,74.9,83.5,2,4,4,3,3,1,72.7,66.7,55.6,44.4,7,3,9,9,0,0,0,0,https://www.skysports.com/football/sheffield-united-vs-liverpool/stats/429094
28/02/2021,4:30pm,Stamford Bridge,d,0,12,0,3,0,57.5,42.5,18,11,6,4,5,2,7,5,89.1,82.2,1,0,3,4,1,3,54.2,35.7,50,50,4,6,11,12,1,2,0,0,https://www.skysports.com/football/chelsea-vs-manchester-united/stats/429087
28/02/2021,2:00pm,8 Stadium,h,0,8,4,23,0,58.3,41.7,16,10,7,3,7,4,2,3,83.7,77.9,3,1,3,4,0,0,75,45.5,47.1,52.9,3,3,6,10,0,0,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-burnley/stats/429095
28/02/2021,12:00pm,The King Power Stadium,a,0,18,1,2,3,44.2,55.8,8,12,3,4,2,4,3,4,77.5,82.6,0,0,2,7,0,1,57.1,88.9,51.9,48.1,1,2,15,3,2,1,0,0,https://www.skysports.com/football/leicester-city-vs-arsenal/stats/429091
28/02/2021,12:00pm,Selhurst Park,d,0,11,0,10,0,40.4,59.6,3,16,0,4,1,10,2,2,75.5,83,0,1,1,3,1,0,40,55.6,53.7,46.3,4,1,10,14,1,1,0,0,https://www.skysports.com/football/crystal-palace-vs-fulham/stats/429088
27/02/2021,8:00pm,"St James' Park, Newcastle",d,0,4,1,13,1,47.6,52.4,19,14,7,4,6,7,6,3,84,80.1,3,2,3,5,2,0,66.7,21.4,38.2,61.8,3,5,11,13,2,0,0,0,https://www.skysports.com/football/newcastle-united-vs-wolverhampton-wanderers/stats/429093
27/02/2021,5:30pm,Elland Road,a,0,19,0,7,1,69.2,30.8,13,9,3,4,5,3,5,2,79.9,60.4,1,1,7,5,0,0,55.6,81.3,43.2,56.8,3,3,14,14,3,2,0,0,https://www.skysports.com/football/leeds-united-vs-aston-villa/stats/429090
27/02/2021,3:00pm,The Hawthorns,h,0,24,1,6,0,29.9,70.1,6,15,2,6,3,7,1,2,61.7,81.9,1,1,7,4,1,0,38.5,47.6,60,40,6,1,11,13,0,0,0,0,https://www.skysports.com/football/west-bromwich-albion-vs-brighton-and-hove-albion/stats/429096
27/02/2021,12:30pm,Etihad Stadium,h,0,1,2,14,1,63.2,36.8,10,9,3,3,2,4,5,2,89.5,80.7,1,3,4,2,2,1,63.6,69.2,56.5,43.5,2,1,8,11,1,1,0,0,https://www.skysports.com/football/manchester-city-vs-west-ham-united/stats/429092
22/02/2021,8:00pm,Amex Stadium,a,0,6,1,11,2,74.5,25.5,25,3,5,2,11,1,9,0,87.7,66.4,2,0,13,0,3,1,54.5,63.6,45.2,54.8,0,4,11,6,2,0,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-crystal-palace/stats/429079
21/02/2021,7:00pm,Old Trafford,h,0,3,3,4,1,71.6,28.4,15,10,7,6,4,3,4,1,86.7,68.9,1,0,6,4,2,1,54.5,56.3,66.7,33.3,5,4,9,11,1,2,0,0,https://www.skysports.com/football/manchester-united-vs-newcastle-united/stats/429083
21/02/2021,4:30pm,Emirates Stadium,a,0,2,0,1,1,45,55,7,15,1,3,3,6,3,6,85,88.6,0,2,1,3,1,3,37.5,60,59.1,40.9,2,1,11,9,2,2,0,0,https://www.skysports.com/football/arsenal-vs-manchester-city/stats/429077
21/02/2021,2:05pm,Villa Park,a,0,7,1,18,2,49.9,50.1,11,16,2,7,5,2,4,7,80.2,83.1,1,0,7,8,4,1,58.8,81.3,51.2,48.8,5,1,11,12,2,1,0,0,https://www.skysports.com/football/aston-villa-vs-leicester-city/stats/429078
21/02/2021,12:00pm,London Stadium,h,0,14,2,8,1,30.8,69.2,4,20,4,4,0,13,0,3,61.7,82.8,1,0,5,7,1,0,60.9,43.8,53.5,46.5,3,2,14,7,4,3,0,0,https://www.skysports.com/football/west-ham-united-vs-tottenham-hotspur/stats/429085
20/02/2021,8:00pm,Craven Cottage,h,0,10,1,25,0,65.1,34.9,15,4,7,2,6,2,2,0,82.7,65.1,0,2,6,4,1,3,50,50,49.1,50.9,2,4,11,14,1,2,0,0,https://www.skysports.com/football/fulham-vs-sheffield-united/stats/429081
20/02/2021,5:30pm,Anfield,a,0,5,0,17,2,71.4,28.6,15,9,6,6,7,3,2,0,87.9,68.1,2,2,7,2,2,2,62.5,57.1,46.7,53.3,4,6,10,10,2,1,0,0,https://www.skysports.com/football/liverpool-vs-everton/stats/429082
20/02/2021,3:00pm,Turf Moor,d,0,23,0,24,0,62.1,37.9,6,10,1,3,4,6,1,1,75.1,59.9,1,3,5,5,4,3,70.6,62.5,44,56,2,1,16,10,3,0,0,1,https://www.skysports.com/football/burnley-vs-west-bromwich-albion/stats/429080
20/02/2021,12:30pm,St. Mary's Stadium,d,0,20,1,12,1,29.1,70.9,4,9,1,3,3,4,0,2,65.8,85.3,1,1,3,6,0,4,47.1,50,30.3,69.7,2,0,10,10,1,1,0,0,https://www.skysports.com/football/southampton-vs-chelsea/stats/429084
19/02/2021,8:00pm,Molineux,h,0,13,1,19,0,41,59,15,18,5,7,5,5,5,6,76,80.2,0,3,7,9,1,1,64.7,61.1,38.7,61.3,7,5,13,8,1,0,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-leeds-united/stats/429086
15/02/2021,8:00pm,Stamford Bridge,h,0,12,2,4,0,65.6,34.4,18,10,6,4,7,4,5,2,87.6,77.9,2,0,10,5,0,2,52.6,43.8,64.5,35.5,4,3,9,13,0,0,0,0,https://www.skysports.com/football/chelsea-vs-newcastle-united/stats/429069
15/02/2021,6:00pm,London Stadium,h,0,14,3,25,0,45.9,54.1,13,8,9,5,3,2,1,1,81.1,85.4,1,2,7,7,1,1,22.2,72.2,50,50,5,6,11,12,0,2,0,0,https://www.skysports.com/football/west-ham-united-vs-sheffield-united/stats/429076
14/02/2021,7:00pm,Goodison Park,a,0,17,0,10,2,49.7,50.3,7,12,2,3,3,6,2,3,83.5,85.5,0,1,5,4,3,2,64.7,40,62.5,37.5,1,2,7,16,1,1,0,0,https://www.skysports.com/football/everton-vs-fulham/stats/429071
14/02/2021,4:30pm,Emirates Stadium,h,0,2,4,19,2,45.9,54.1,13,9,5,5,3,2,5,2,76.4,79.1,2,1,4,5,2,0,40,90,46.2,53.8,3,1,8,17,0,2,0,0,https://www.skysports.com/football/arsenal-vs-leeds-united/stats/429067
14/02/2021,2:00pm,The Hawthorns,d,0,24,1,3,1,26.9,73.1,7,10,3,7,4,0,0,3,65.6,86.1,2,0,4,5,2,3,50,70,41.2,58.8,5,2,13,10,5,0,0,0,https://www.skysports.com/football/west-bromwich-albion-vs-manchester-united/stats/429075
14/02/2021,12:00pm,St. Mary's Stadium,a,0,20,1,13,2,51.1,48.9,7,10,3,4,3,3,1,3,79.2,75.4,2,0,4,6,6,1,52.2,22.2,48.6,51.4,2,2,10,9,2,2,0,0,https://www.skysports.com/football/southampton-vs-wolverhampton-wanderers/stats/429074
13/02/2021,8:00pm,Amex Stadium,d,0,6,0,7,0,58.2,41.8,26,4,9,1,7,1,10,2,81.5,75.5,2,0,9,2,0,3,72.7,50,65.5,34.5,1,9,16,12,2,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-aston-villa/stats/429068
13/02/2021,5:30pm,Etihad Stadium,h,0,1,3,8,0,60.4,39.6,15,7,6,3,4,2,5,2,91,85.7,2,0,4,2,1,0,47.6,39.1,50,50,3,3,12,13,1,3,0,0,https://www.skysports.com/football/manchester-city-vs-tottenham-hotspur/stats/429073
13/02/2021,3:00pm,Selhurst Park,a,0,11,0,23,3,53.3,46.7,13,16,3,4,3,6,7,6,76.3,72.8,0,2,7,4,3,1,50,52.9,44,56,1,3,15,14,0,0,0,0,https://www.skysports.com/football/crystal-palace-vs-burnley/stats/429070
13/02/2021,12:30pm,The King Power Stadium,h,0,18,3,5,1,38,62,11,15,6,4,4,3,1,8,69.2,82.9,2,2,2,12,2,1,65.2,43.5,47.8,52.2,3,3,7,6,1,2,0,0,https://www.skysports.com/football/leicester-city-vs-liverpool/stats/429072
8/2/2021,8:00pm,Elland Road,h,0,19,2,11,0,68.2,31.8,17,8,7,3,7,2,3,3,87.4,76.8,2,0,5,3,1,1,45.5,45.5,51.9,48.1,3,5,7,8,0,2,0,0,https://www.skysports.com/football/leeds-united-vs-crystal-palace/stats/429060
7/2/2021,7:15pm,Bramall Lane,a,0,25,1,12,2,31.1,68.9,8,9,3,3,3,4,2,2,72.2,86.5,1,2,1,8,2,2,50,47.1,41.2,58.8,0,3,8,8,1,0,0,0,https://www.skysports.com/football/sheffield-united-vs-chelsea/stats/429064
7/2/2021,4:30pm,Anfield,a,0,5,1,1,4,55.9,44.1,8,8,3,5,2,3,3,0,88.3,85.5,0,3,6,1,1,2,50,70,58.8,41.2,1,2,13,8,2,1,0,0,https://www.skysports.com/football/liverpool-vs-manchester-city/stats/429061
7/2/2021,2:00pm,Molineux,d,0,13,0,18,0,43.9,56.1,13,13,1,3,6,5,6,5,81.4,86.9,2,1,8,2,0,1,63.2,63.2,55,45,3,1,11,15,1,3,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-leicester-city/stats/429066
7/2/2021,12:00pm,8 Stadium,h,0,8,2,24,0,65.6,34.4,13,4,6,1,4,3,3,0,86.1,71.9,2,1,8,0,1,4,58.8,58.3,35.9,64.1,1,4,16,12,1,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-west-bromwich-albion/stats/429065
6/2/2021,8:00pm,Old Trafford,d,0,3,3,17,3,62,38,14,6,5,3,6,3,3,0,89.6,81.1,3,1,5,1,0,4,50,62.5,50,50,0,2,14,10,2,1,0,0,https://www.skysports.com/football/man-utd-vs-everton/stats/429062
6/2/2021,5:30pm,Craven Cottage,d,0,10,0,14,0,60.6,39.4,20,8,2,1,12,6,6,1,84.2,72.9,2,1,7,3,1,4,69.2,66.7,29.7,70.3,1,3,11,10,1,3,0,1,https://www.skysports.com/football/fulham-vs-west-ham-united/stats/429059
6/2/2021,3:00pm,"St James' Park, Newcastle",h,0,4,3,20,2,26.2,73.8,6,14,4,5,1,5,1,4,57.9,84.3,1,1,0,7,3,5,68.8,58.8,57.6,42.4,3,1,11,14,2,1,1,0,https://www.skysports.com/football/newcastle-united-vs-southampton/stats/429063
6/2/2021,3:00pm,Turf Moor,d,0,23,1,6,1,54.5,45.5,20,10,7,2,7,6,6,2,79.5,75.7,2,0,8,7,3,0,100,42.9,58.5,41.5,1,6,8,10,2,0,0,0,https://www.skysports.com/football/burnley-vs-brighton-and-hove-albion/stats/429058
6/2/2021,12:30pm,Villa Park,h,0,7,1,2,0,33.6,66.4,12,14,8,3,3,6,1,5,73.4,87.4,1,0,3,7,1,0,44.4,58.3,55.8,44.2,3,7,12,12,3,2,0,0,https://www.skysports.com/football/aston-villa-vs-arsenal/stats/429057
4/2/2021,8:00pm,8 Stadium,a,0,8,0,12,1,42,58,7,18,2,2,5,7,0,9,81.8,88.9,1,2,2,7,0,2,61.5,60,42.4,57.6,1,2,20,14,2,3,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-chelsea/stats/429056
3/2/2021,8:15pm,Anfield,a,0,5,0,6,1,63.4,36.6,11,13,1,4,4,7,6,2,85.9,74.8,2,1,6,3,0,3,75,23.1,33.3,66.7,3,1,12,6,1,0,0,0,https://www.skysports.com/football/liverpool-vs-brighton-and-hove-albion/stats/429054
3/2/2021,8:15pm,Villa Park,a,0,7,1,14,3,30.6,69.4,13,13,5,5,6,4,2,4,77.3,87.8,1,1,7,11,4,2,61.5,71.4,52.6,47.4,4,3,13,12,3,3,0,0,https://www.skysports.com/football/west-ham-united-vs-aston-villa/stats/482879
3/2/2021,7:30pm,Elland Road,a,0,19,1,17,2,63.2,36.8,16,10,7,6,6,4,3,0,82.7,75.5,0,3,7,1,0,1,68.8,53.8,31.4,68.6,4,6,12,12,2,3,0,0,https://www.skysports.com/football/leeds-united-vs-everton/stats/429050
3/2/2021,6:00pm,Craven Cottage,a,0,10,0,18,2,57.5,42.5,8,9,1,5,4,2,3,2,83.3,76.7,1,2,5,2,1,3,59.1,66.7,51.6,48.4,3,1,17,10,3,1,0,0,https://www.skysports.com/football/fulham-vs-leicester/stats/429049
3/2/2021,6:00pm,Turf Moor,a,0,23,0,1,2,25.7,74.3,2,13,0,6,2,1,0,6,73.8,91.8,0,2,1,3,3,2,41.2,87.5,45.2,54.8,4,0,8,5,2,1,0,0,https://www.skysports.com/football/burnley-vs-manchester-city/stats/429048
2/2/2021,8:15pm,"St James' Park, Newcastle",a,0,4,1,11,2,61.3,38.7,21,6,5,3,10,2,6,1,84.6,76.1,1,1,9,1,1,2,50,42.9,60.5,39.5,1,4,14,11,1,3,0,0,https://www.skysports.com/football/newcastle-united-vs-crystal-palace/stats/429055
2/2/2021,8:15pm,Old Trafford,h,0,3,9,20,0,74.6,25.4,24,3,14,1,5,2,5,0,88.2,65.1,6,1,5,3,3,2,76.9,50,60,40,1,6,11,6,2,3,0,2,https://www.skysports.com/football/manchester-united-vs-southampton/stats/429051
2/2/2021,6:00pm,Molineux,h,0,13,2,2,1,54.6,45.4,11,9,7,3,4,1,0,5,91,89.1,1,1,9,6,1,3,70,53.8,47.8,52.2,2,5,11,8,3,2,0,2,https://www.skysports.com/football/wolverhampton-wanderers-vs-arsenal/stats/429053
2/2/2021,6:00pm,Bramall Lane,h,0,25,2,24,1,68.3,31.7,14,8,6,4,4,2,4,2,83.5,64.9,1,1,9,2,0,3,55,61.1,47.4,52.6,3,4,11,9,2,1,0,0,https://www.skysports.com/football/sheffield-united-vs-west-bromwich-albion/stats/429052
31/01/2021,7:15pm,Amex Stadium,h,0,6,1,8,0,43.2,56.8,16,8,5,4,7,1,4,3,80.3,81.8,1,0,9,2,1,1,63.2,46.2,38.9,61.1,4,2,11,11,2,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-tottenham-hotspur/stats/429038
31/01/2021,4:30pm,London Stadium,a,0,14,1,5,3,32.8,67.2,8,14,2,5,3,6,3,3,76.7,89.2,0,3,6,5,2,1,66.7,61.5,50,50,2,1,7,8,2,0,0,0,https://www.skysports.com/football/west-ham-united-vs-liverpool/stats/429046
31/01/2021,2:00pm,The King Power Stadium,a,0,18,1,19,3,50.8,49.2,18,8,8,7,4,0,6,1,75,72.2,2,4,6,4,2,2,73.3,59.3,64.7,35.3,3,7,17,16,0,3,0,0,https://www.skysports.com/football/leicester-city-vs-leeds-united/stats/429042
31/01/2021,12:00pm,Stamford Bridge,h,0,12,2,23,0,71.1,28.9,19,1,8,0,9,1,2,0,86.7,65.2,2,1,4,2,2,2,61.5,40,37.1,62.9,0,7,7,9,0,1,0,0,https://www.skysports.com/football/chelsea-vs-burnley/stats/429039
30/01/2021,8:00pm,St. Mary's Stadium,a,0,20,0,7,1,59.8,40.2,20,8,5,4,6,3,9,1,81.1,74.1,2,1,7,1,4,5,54.2,56.5,39.3,60.7,3,4,12,11,1,0,0,0,https://www.skysports.com/football/southampton-vs-aston-villa/stats/429044
30/01/2021,5:30pm,Emirates Stadium,d,0,2,0,3,0,43.3,56.7,17,14,3,3,8,8,6,3,80.7,85.9,0,2,4,7,0,2,53.8,40,45.5,54.5,3,3,9,10,1,3,0,0,https://www.skysports.com/football/arsenal-vs-manchester-united/stats/429037
30/01/2021,3:00pm,The Hawthorns,d,0,24,2,10,2,37.5,62.5,5,12,3,7,2,3,0,2,64,80.8,1,3,2,3,1,1,53.8,62.5,35.7,64.3,5,1,9,10,1,0,0,0,https://www.skysports.com/football/west-bromwich-albion-vs-fulham/stats/429045
30/01/2021,3:00pm,Etihad Stadium,h,0,1,1,25,0,75,25,10,4,5,1,1,2,4,1,90.6,75.5,2,0,10,0,0,1,58.3,46.7,50,50,1,4,7,10,0,3,0,0,https://www.skysports.com/football/manchester-city-vs-sheffield-united/stats/429043
30/01/2021,3:00pm,Selhurst Park,h,0,11,1,13,0,47.3,52.7,11,6,2,4,6,1,3,1,86.9,88,1,1,1,6,1,1,42.9,60,52.9,47.1,4,1,7,10,1,2,0,0,https://www.skysports.com/football/crystal-palace-vs-wolverhampton-wanderers/stats/429040
